GEOID,NAME,Total_Population,Median_Household_Income,Poverty_Count,Poverty_Rate,Total_Housing_Units_Calc,Occupied_Housing_Units,Vacant_Housing_Units,Vacancy_Rate,tract,year
56021980801,"Census Tract 9808.01, Laramie County, Wyoming",0.0,,0.0,,0.0,0.0,0.0,,980801,2020
56021000502,"Census Tract 5.02, Laramie County, Wyoming",3301.0,99375.0,262.0,0.0793698879127537,1115.0,1072.0,43.0,0.03856502242152467,000502,2020
56021000200,"Census Tract 2, Laramie County, Wyoming",4797.0,45319.0,835.0,0.17406712528663748,2257.0,2099.0,158.0,0.07000443066016837,000200,2021
56021000300,"Census Tract 3, Laramie County, Wyoming",4483.0,70938.0,491.0,0.10952487173767567,1593.0,1523.0,70.0,0.04394224733207784,000300,2021
56021000401,"Census Tract 4.01, Laramie County, Wyoming",5075.0,60579.0,968.0,0.19073891625615763,2133.0,1965.0,168.0,0.07876230661040788,000401,2021
56021000403,"Census Tract 4.03, Laramie County, Wyoming",4443.0,48361.0,605.0,0.13616925500787755,1584.0,1475.0,109.0,0.06881313131313131,000403,2021
56021000404,"Census Tract 4.04, Laramie County, Wyoming",2007.0,48032.0,154.0,0.07673143996013951,1141.0,1064.0,77.0,0.06748466257668712,000404,2021
56021000502,"Census Tract 5.02, Laramie County, Wyoming",3425.0,80982.0,734.0,0.2143065693430657,1102.0,1056.0,46.0,0.041742286751361164,000502,2021
56021000503,"Census Tract 5.03, Laramie County, Wyoming",5334.0,78560.0,231.0,0.04330708661417323,2293.0,2183.0,110.0,0.04797208896641954,000503,2021
56021000601,"Census Tract 6.01, Laramie County, Wyoming",2914.0,56012.0,243.0,0.08339052848318462,1448.0,1273.0,175.0,0.12085635359116022,000601,2021
56021000602,"Census Tract 6.02, Laramie County, Wyoming",2600.0,69522.0,332.0,0.1276923076923077,1286.0,1211.0,75.0,0.0583203732503888,000602,2021
56021000701,"Census Tract 7.01, Laramie County, Wyoming",2739.0,46783.0,282.0,0.10295728368017525,1711.0,1533.0,178.0,0.10403272939801286,000701,2021
56021000702,"Census Tract 7.02, Laramie County, Wyoming",1193.0,47522.0,66.0,0.055322715842414084,676.0,581.0,95.0,0.14053254437869822,000702,2021
56021000800,"Census Tract 8, Laramie County, Wyoming",1623.0,69464.0,163.0,0.1004313000616143,790.0,717.0,73.0,0.09240506329113925,000800,2021
56021000900,"Census Tract 9, Laramie County, Wyoming",2531.0,77982.0,144.0,0.05689450809956539,1428.0,1302.0,126.0,0.08823529411764706,000900,2021
56021001000,"Census Tract 10, Laramie County, Wyoming",3142.0,55134.0,249.0,0.0792488860598345,1687.0,1495.0,192.0,0.11381149970361588,001000,2021
56021001100,"Census Tract 11, Laramie County, Wyoming",2884.0,67222.0,131.0,0.045423023578363385,737.0,722.0,15.0,0.0203527815468114,001100,2021
56021001200,"Census Tract 12, Laramie County, Wyoming",4861.0,87413.0,407.0,0.08372762806006995,2363.0,2187.0,176.0,0.07448159119763013,001200,2021
56021001301,"Census Tract 13.01, Laramie County, Wyoming",2640.0,75809.0,298.0,0.11287878787878788,1387.0,1298.0,89.0,0.06416726748377793,001301,2021
56021001302,"Census Tract 13.02, Laramie County, Wyoming",5405.0,114795.0,95.0,0.01757631822386679,2178.0,2125.0,53.0,0.024334251606978878,001302,2021
56021001401,"Census Tract 14.01, Laramie County, Wyoming",3736.0,83036.0,111.0,0.029710920770877943,1539.0,1402.0,137.0,0.08901884340480831,001401,2021
56021001402,"Census Tract 14.02, Laramie County, Wyoming",2732.0,66445.0,159.0,0.058199121522694,1258.0,1206.0,52.0,0.04133545310015898,001402,2021
56021001501,"Census Tract 15.01, Laramie County, Wyoming",5629.0,76708.0,309.0,0.054894297388523715,2431.0,2245.0,186.0,0.0765117235705471,001501,2021
56021001502,"Census Tract 15.02, Laramie County, Wyoming",5174.0,56131.0,402.0,0.0776961731735601,2587.0,2421.0,166.0,0.06416698879010437,001502,2021
56021001901,"Census Tract 19.01, Laramie County, Wyoming",5349.0,105221.0,237.0,0.0443073471676949,2064.0,1971.0,93.0,0.04505813953488372,001901,2021
56021001902,"Census Tract 19.02, Laramie County, Wyoming",4448.0,90368.0,152.0,0.0341726618705036,2122.0,1848.0,274.0,0.1291234684260132,001902,2021
56021002001,"Census Tract 20.01, Laramie County, Wyoming",4272.0,75296.0,631.0,0.1477059925093633,1672.0,1583.0,89.0,0.053229665071770335,002001,2021
56021002002,"Census Tract 20.02, Laramie County, Wyoming",6469.0,100590.0,396.0,0.06121502550626063,2415.0,2357.0,58.0,0.02401656314699793,002002,2021
56021980801,"Census Tract 9808.01, Laramie County, Wyoming",0.0,,0.0,,0.0,0.0,0.0,,980801,2021
56021000200,Census Tract 2; Laramie County; Wyoming,4537.0,47412.0,822.0,0.18117698919991185,2299.0,2093.0,206.0,0.08960417572857764,000200,2022
56021000300,Census Tract 3; Laramie County; Wyoming,4495.0,63304.0,715.0,0.15906562847608455,1587.0,1529.0,58.0,0.036546943919344675,000300,2022
56021000401,Census Tract 4.01; Laramie County; Wyoming,5000.0,64227.0,887.0,0.1774,2132.0,2012.0,120.0,0.05628517823639775,000401,2022
56021000403,Census Tract 4.03; Laramie County; Wyoming,4390.0,54511.0,838.0,0.1908883826879271,1603.0,1477.0,126.0,0.07860262008733625,000403,2022
56021000404,Census Tract 4.04; Laramie County; Wyoming,1773.0,52820.0,196.0,0.11054709531866892,1196.0,1091.0,105.0,0.08779264214046822,000404,2022
56021000502,Census Tract 5.02; Laramie County; Wyoming,3074.0,81272.0,492.0,0.16005204944697463,1074.0,1001.0,73.0,0.06797020484171322,000502,2022
56021000503,Census Tract 5.03; Laramie County; Wyoming,5512.0,85817.0,244.0,0.04426705370101597,2267.0,2203.0,64.0,0.0282311424790472,000503,2022
56021000601,Census Tract 6.01; Laramie County; Wyoming,2793.0,64914.0,224.0,0.08020050125313283,1465.0,1250.0,215.0,0.14675767918088736,000601,2022
56021000602,Census Tract 6.02; Laramie County; Wyoming,3040.0,94167.0,199.0,0.06546052631578947,1340.0,1340.0,0.0,0.0,000602,2022
56021000701,Census Tract 7.01; Laramie County; Wyoming,2917.0,49961.0,243.0,0.08330476516969489,1785.0,1529.0,256.0,0.1434173669467787,000701,2022
56021000702,Census Tract 7.02; Laramie County; Wyoming,1085.0,,56.0,0.05161290322580645,678.0,615.0,63.0,0.09292035398230089,000702,2022
56021000800,Census Tract 8; Laramie County; Wyoming,1677.0,68906.0,177.0,0.10554561717352415,787.0,728.0,59.0,0.07496823379923762,000800,2022
56021000900,Census Tract 9; Laramie County; Wyoming,2591.0,80833.0,124.0,0.04785796989579313,1443.0,1340.0,103.0,0.07137907137907137,000900,2022
56021001000,Census Tract 10; Laramie County; Wyoming,3173.0,59167.0,231.0,0.07280176489127009,1676.0,1468.0,208.0,0.12410501193317422,001000,2022
56021001100,Census Tract 11; Laramie County; Wyoming,2836.0,58856.0,144.0,0.05077574047954866,792.0,773.0,19.0,0.023989898989898988,001100,2022
56021001200,Census Tract 12; Laramie County; Wyoming,4799.0,86616.0,297.0,0.06188789331110648,2330.0,2141.0,189.0,0.08111587982832617,001200,2022
56021001301,Census Tract 13.01; Laramie County; Wyoming,2583.0,81883.0,383.0,0.14827719705768486,1386.0,1295.0,91.0,0.06565656565656566,001301,2022
56021001302,Census Tract 13.02; Laramie County; Wyoming,5020.0,115426.0,187.0,0.037250996015936254,2160.0,2034.0,126.0,0.058333333333333334,001302,2022
56021001401,Census Tract 14.01; Laramie County; Wyoming,3935.0,89853.0,209.0,0.05311308767471411,1546.0,1430.0,116.0,0.07503234152652005,001401,2022
56021001402,Census Tract 14.02; Laramie County; Wyoming,2756.0,73598.0,79.0,0.028664731494920173,1257.0,1238.0,19.0,0.015115354017501989,001402,2022
56021001501,Census Tract 15.01; Laramie County; Wyoming,5746.0,82237.0,297.0,0.051688130873651233,2505.0,2393.0,112.0,0.04471057884231537,001501,2022
56021001502,Census Tract 15.02; Laramie County; Wyoming,5230.0,65257.0,460.0,0.08795411089866156,2640.0,2513.0,127.0,0.048106060606060604,001502,2022
56021001901,Census Tract 19.01; Laramie County; Wyoming,5492.0,121900.0,190.0,0.03459577567370721,2074.0,2008.0,66.0,0.03182256509161042,001901,2022
56021001902,Census Tract 19.02; Laramie County; Wyoming,4735.0,101119.0,82.0,0.017317845828933476,2142.0,1849.0,293.0,0.13678804855275445,001902,2022
56021002001,Census Tract 20.01; Laramie County; Wyoming,4598.0,84517.0,644.0,0.14006089604175728,1759.0,1691.0,68.0,0.038658328595793066,002001,2022
56021002002,Census Tract 20.02; Laramie County; Wyoming,6529.0,118036.0,411.0,0.06294991576045336,2466.0,2366.0,100.0,0.040551500405515,002002,2022
56021980801,Census Tract 9808.01; Laramie County; Wyoming,0.0,,0.0,,0.0,0.0,0.0,,980801,2022
